Source,Sentence
Hemingway,"When it came opposite, working and puffing even on the level, and I saw the engineer pass, I stood up and stepped up close to the passing cars."
Hemingway,If the guards were watching I was a less suspicious object standing beside the track.
Hemingway,Several closed freight-cars passed.
Hemingway,"Then I saw a low open car of the sort they call gondolas coming, covered with canvas."
Hemingway,"I stood until it had almost passed, then jumped and caught the rear hand-rods and pulled up."
Hemingway,I crawled down between the gondola and the shelter of the high freight- car behind.
Hemingway,I did not think any one had seen me.
Hemingway,"I was holding to the hand-rods and crouching low, my feet on the coupling."
Hemingway,We were almost opposite the bridge.
Hemingway,I remembered the guard.
Hemingway,As we passed him he looked at me.
Hemingway,He was a boy and his helmet was too big for him.
Hemingway,I stared at him contemptuously and he looked away.
Hemingway,He thought I had something to do with the train.
Hemingway,We were past.
Hemingway,"I saw him still looking uncomfortable, watching the other cars pass and I stooped to see how the canvas was fastened."
Hemingway,It had grummets and was laced down at the edge with cord.
Hemingway,"I took out my knife, cut the cord and put my arm under."
Hemingway,There were hard bulges under the canvas that tightened in the rain.
Hemingway,I looked up and ahead.
Hemingway,There was a guard on the freight-car ahead but he was looking forward.
Hemingway,I let go of the hand-rails and ducked under the canvas.
Hemingway,My forehead hit something that gave me a violent bump and I felt blood on my face but I crawled on in and lay flat.
Hemingway,Then I turned around and fastened down the canvas.
Hemingway,I was in under the canvas with guns.
Hemingway,They smelled cleanly of oil and grease.
Hemingway,I lay and listened to the rain on the canvas and the clicking of the car over the rails.
Hemingway,There was a little light came through and I lay and looked at the guns.
Hemingway,They had their canvas jackets on.
Hemingway,I thought they must have been sent ahead from the third army.
Hemingway,"The bump on my forehead was swollen and I stopped the bleeding by lying still and letting it coagulate, then picked away the dried blood except over the cut."
Hemingway,It was nothing.
Hemingway,"I had no handkerchief, but feeling with my fingers I washed away where the dried blood had been, with rainwater that dripped from the canvas, and wiped it clean with the sleeve of my coat."
Hemingway,I did not want to look conspicuous.
Hemingway,I knew I would have to get out before they got to Mestre because they would be taking care of these guns.
Hemingway,They had no guns to lose or forget about.
Hemingway,I was terrifically hungry.
Hemingway,"In the morning it was bright, and they were sprinkling the streets of
the town, and we all had breakfast in a café."
Hemingway,Bayonne is a nice town.
Hemingway,"It
is like a very clean Spanish town and it is on a big river."
Hemingway,"Already, so
early in the morning, it was very hot on the bridge across the river."
Hemingway,"We
walked out on the bridge and then took a walk through the town."
Hemingway,"The man who sold the tackle was out, and we had
to wait for him to come back."
Hemingway,"Finally he came in, and we bought a pretty
good rod cheap, and two landing-nets."
Hemingway,"Cohn
made some remark about it being a very good example of something or
other, I forget what."
Hemingway,"It seemed like a nice cathedral, nice and dim,
like Spanish churches."
Hemingway,"Then we went up past the old fort and out to the
local Syndicat d’Initiative office, where the bus was supposed to start
from."
Hemingway,"There they told us the bus service did not start until the 1st of
July."
Hemingway,"We found out at the tourist office what we ought to pay for a
motor-car to Pamplona and hired one at a big garage just around the
corner from the Municipal Theatre for four hundred francs."
Hemingway,"The car was
to pick us up at the hotel in forty minutes, and we stopped at the café
on the square where we had eaten breakfast, and had a beer."
Hemingway,"It was hot,
but the town had a cool, fresh, early-morning smell and it was pleasant
sitting in the café."
Hemingway,"A breeze started to blow, and you could feel that
the air came from the sea."
Hemingway,"There were pigeons out in the square, and the
houses were a yellow, sun-baked color, and I did not want to leave the
café."
Hemingway,"But we had to go to the hotel to get our bags packed and pay the
bill."
Hemingway,"We paid for the beers, we matched and I think Cohn paid, and went
up to the hotel."
Hemingway,"It was only sixteen francs apiece for Bill and me, with
ten per cent added for the service, and we had the bags sent down and
waited for Robert Cohn."
Hemingway,"While we were waiting I saw a cockroach on the
parquet floor that must have been at least three inches long."
Hemingway,"I pointed
him out to Bill and then put my shoe on him."
Hemingway,"We agreed he must have just
come in from the garden."
Hemingway,It was really an awfully clean hotel.
Hemingway,"It was a big,
closed car, with a driver in a white duster with blue collar and cuffs,
and we had him put the back of the car down."
Hemingway,"He piled in the bags and we
started off up the street and out of the town."
Hemingway,"We passed some lovely
gardens and had a good look back at the town, and then we were out in
the country, green and rolling, and the road climbing all the time."
Hemingway,"We
passed lots of Basques with oxen, or cattle, hauling carts along the
road, and nice farmhouses, low roofs, and all white-plastered."
Hemingway,"In the
Basque country the land all looks very rich and green and the houses and
villages look well-off and clean."
Hemingway,"Every village had a pelota court and
on some of them kids were playing in the hot sun."
Hemingway,"There were signs on
the walls of the churches saying it was forbidden to play pelota against
them, and the houses in the villages had red tiled roofs, and then the
road turned off and commenced to climb and we were going way up close
along a hillside, with a valley below and hills stretched off back
toward the sea."
Hemingway,You couldn't see the sea.
Hemingway,It was too far away.
Hemingway,"You could
see only hills and more hills, and you knew where the sea was."
Hemingway,"There was a little stream and a bridge,
and Spanish carabineers, with patent-leather Bonaparte hats, and short
guns on their backs, on one side, and on the other fat Frenchmen in
kepis and mustaches."
Hemingway,"They only opened one bag and took the passports in
and looked at them."
Hemingway,"There was a general store and inn on each side of
the line."
Hemingway,"The chauffeur had to go in and fill out some papers about the
car and we got out and went over to the stream to see if there were any
trout."
Hemingway,"Bill tried to talk some Spanish to one of the carabineers, but it
did not go very well."
Hemingway,"Robert Cohn asked, pointing with his finger, if
there were any trout in the stream, and the carabineer said yes, but not
many."
Lawrence,"The man is engine-driver at High Park, tall, with a beard, and very
chapel."
Lawrence,"The woman is a birdy bit of a thing who loves anything
superior."
Lawrence,King's English and allow-me! all the time.
Lawrence,"But they lost
their only son in the war, and it's sort of knocked a hole in them."
Lawrence,"There's a long gawky lass of a daughter training for a school-teacher,
and I help her with her lessons sometimes, so we're quite the family."
Lawrence,"But they're very decent people, and only too kind to me."
Lawrence,"I expect I'm
more coddled than you are."
Lawrence,"It's not inspiring, but then I don't ask to
be inspired."
Lawrence,"I'm used to horses, and cows, though they are very female,
have a soothing effect on me."
Lawrence,"When I sit with my head in her side,
milking, I feel very solaced."
Lawrence,They have six rather fine Herefords.
Lawrence,"Oat-harvest is just over and I enjoyed it, in spite of sore hands and a
lot of rain."
Lawrence,"I don't take much notice of people, but get on with them
all right."
Lawrence,Most things one just ignores.
Lawrence,"I sometimes sit in the Wellington and talk
to the men."
Lawrence,"They grumble a lot, but they're not going to alter
anything."
Lawrence,"As everybody says, the Notts-Derby miners have got their
hearts in the right place."
Lawrence,"But the rest of their anatomy must be in the
wrong place, in a world that has no use for them."
Lawrence,"I like them, but they
don't cheer me much: not enough of the old fighting-cock in them."
Lawrence,"They
talk a lot about nationalization, nationalization of royalties,
nationalization of the whole industry."
Lawrence,"But you can't nationalize coal
and leave all the other industries as they are."
Lawrence,"They talk about putting
coal to new uses, like Sir Clifford is trying to do."
Lawrence,"It may work here
and there, but not as a general thing, I doubt."
Lawrence,"Whatever you make
you've got to sell it."
Lawrence,The men are very apathetic.
Lawrence,"They feel the whole
damned thing is doomed, and I believe it is."
Lawrence,"And they are doomed along
with it."
Lawrence,"Some of the young ones spout about a Soviet, but there's not
much conviction in them."
Lawrence,"There's no sort of conviction about anything,
except that it's all a muddle and a hole."
Lawrence,"Even under a Soviet you've
still got to sell coal: and that's the difficulty."
Lawrence,"The women talk a lot
more than the men, nowadays, and they are a sight more cock-sure."
Lawrence,"The
men are limp, they feel a doom somewhere, and they go about as if there
was nothing to be done."
Lawrence,"Anyhow, nobody knows what should be done in
spite of all the talk, the young ones get mad because they've no money
to spend."
Lawrence,"Their whole life depends on spending money, and now they've
got none to spend."
Lawrence,"That's our civilization and our education: bring up
the masses to depend entirely on spending money, and then the money
gives out."
Lawrence,"The pits are working two days, two and a half days a week,
and there's no sign of betterment even for the winter."
Lawrence,"It means a man
bringing up a family on twenty-five and thirty shillings."
Lawrence,"The women are
the maddest of all."
Lawrence,"But then they're the maddest for spending,
nowadays."
Lawrence,"If only they were educated to LIVE instead of
earn and spend, they could manage very happily on twenty-five
shillings."
Lawrence,"If the men wore scarlet trousers as I said, they wouldn't
think so much of money: if they could dance and hop and skip, and sing
and swagger and be handsome, they could do with very little cash."
Lawrence,"And
amuse the women themselves, and be amused by the women."
Lawrence,"They ought to
learn to be naked and handsome, and to sing in a mass and dance the old
group dances, and carve the stools they sit on, and embroider their own
emblems."
Lawrence,Then they wouldn't need money.
Lawrence,"And that's the only way to
solve the industrial problem: train the people to be able to live and
live in handsomeness, without needing to spend."
Lawrence,But you can't do it.
Lawrence,They're all one-track minds nowadays.
Lawrence,"Whereas the mass of people
oughtn't even to try to think, because they can't."
Lawrence,"They should be alive
and frisky, and acknowledge the great god Pan."
Lawrence,"He's the only god for
the masses, forever."
Lawrence,The few can go in for higher cults if they like.
Lawrence,But let the mass be forever pagan.
Lawrence,"They're a sad lot, a
deadened lot of men: dead to their women, dead to life."
Lawrence,"The young ones
scoot about on motor-bikes with girls, and jazz when they get a chance,
But they're very dead."
Lawrence,And it needs money.
Lawrence,"Money poisons you when
you've got it, and starves you when you haven't."
Wharton, Before my own time there was up I had learned to know what that meant.
Wharton,"Yet I had come in the degenerate day of trolley, bicycle and rural delivery, when communication was easy between the scattered mountain villages, and the bigger towns in the valleys, such as Bettsbridge and Shadd's Falls, had libraries, theatres and Y."
Wharton,halls to which the youth of the hills could descend for recreation.
Wharton,"But when winter shut down on Starkfield and the village lay under a sheet of snow perpetually renewed from the pale skies, I began to see what life there--or rather its negation--must have been in Ethan Frome's young manhood."
Wharton," I had been sent up by my employers on a job connected with the big power-house at Corbury Junction, and a long-drawn carpenters' strike had so delayed the work that I found myself anchored at Starkfield--the nearest habitable spot--for the best part of the winter."
Wharton,"I chafed at first, and then, under the hypnotising effect of routine, gradually began to find a grim satisfaction in the life."
Wharton,During the early part of my stay I had been struck by the contrast between the vitality of the climate and the deadness of the community.
Wharton,"Day by day, after the December snows were over, a blazing blue sky poured down torrents of light and air on the white landscape, which gave them back in an intenser glitter."
Wharton,One would have supposed that such an atmosphere must quicken the emotions as well as the blood; but it seemed to produce no change except that of retarding still more the sluggish pulse of Starkfield.
Wharton,"When I had been there a little longer, and had seen this phase of crystal clearness followed by long stretches of sunless cold; when the storms of February had pitched their white tents about the devoted village and the wild cavalry of March winds had charged down to their support; I began to understand why Starkfield emerged from its six months' siege like a starved garrison capitulating without quarter."
Wharton,"Twenty years earlier the means of resistance must have been far fewer, and the enemy in command of almost all the lines of access between the beleaguered villages; and, considering these things, I felt the sinister force of Harmon's phrase: “Most of the smart ones get away.” But if that were the case, how could any combination of obstacles have hindered the flight of a man like Ethan Frome?"
Wharton, During my stay at Starkfield I lodged with a middle-aged widow colloquially known as Mrs.
Wharton,Ned Hale.
Wharton,Mrs.
Wharton,"Hale's father had been the village lawyer of the previous generation, and “lawyer Varnum's house,”  where my landlady still lived with her mother, was the most considerable mansion in the village."
Wharton,"It stood at one end of the main street, its classic portico and small-paned windows looking down a flagged path between Norway spruces to the slim white steeple of the Congregational church."
Wharton,"It was clear that the Varnum fortunes were at the ebb, but the two women did what they could to preserve a decent dignity; and Mrs."
Wharton,"Hale, in particular, had a certain wan refinement not out of keeping with her pale old-fashioned house."
Wharton," In the “best parlour,” with its black horse-hair and mahogany weakly illuminated by a gurgling Carcel lamp, I listened every evening to another and more delicately shaded version of the Starkfield chronicle."
Wharton,It was not that Mrs.
Wharton,"Ned Hale felt, or affected, any social superiority to the people about her; it was only that the accident of a finer sensibility and a little more education had put just enough distance between herself and her neighbours to enable her to judge them with detachment."
Wharton,"She was not unwilling to exercise this faculty, and I had great hopes of getting from her the missing facts of Ethan Frome's story, or rather such a key to his character as should co-ordinate the facts I knew."
Wharton,Her mind was a store-house of innocuous anecdote and any question about her acquaintances brought forth a volume of detail; but on the subject of Ethan Frome I found her unexpectedly reticent.
Wharton,"There was no hint of disapproval in her reserve; I merely felt in her an insurmountable reluctance to speak of him or his affairs, a low “Yes, I knew them both..."
Wharton,it was awful...” seeming to be the utmost concession that her distress could make to my curiosity.
Wharton," So marked was the change in her manner, such depths of sad initiation did it imply, that, with some doubts as to my delicacy, I put the case anew to my village oracle, Harmon Gow; but got for my pains only an uncomprehending grunt."
Wharton," “Ruth Varnum was always as nervous as a rat; and, come to think of it, she was the first one to see 'em after they was picked up."
Wharton,"It happened right below lawyer Varnum's, down at the bend of the Corbury road, just round about the time that Ruth got engaged to Ned Hale."
Wharton,"The young folks was all friends, and I guess she just can't bear to talk about it."
Wharton,"She's had troubles enough of her own.”  All the dwellers in Starkfield, as in more notable communities, had had troubles enough of their own to make them comparatively indifferent to those of their neighbours; and though all conceded that Ethan Frome's had been beyond the common measure, no one gave me an explanation of the look in his face which, as I persisted in thinking, neither poverty nor physical suffering could have put there."
Wharton,"Nevertheless, I might have contented myself with the story pieced together from these hints had it not been for the provocation of Mrs."
Wharton,"Hale's silence, and--a little later--for the accident of personal contact with the man."
Wharton, He did not in the least wish the future Mrs.
Wharton,Newland Archer to be a simpleton.
Wharton," He meant her (thanks to his enlightening companionship) to develop a social tact and readiness of wit enabling her to hold her own with the most popular married women of the ""younger set,"" in which it was the recognised custom to attract masculine homage while playfully discouraging it."
Wharton," If he had probed to the bottom of his vanity (as he sometimes nearly did) he would have found there the wish that his wife should be as worldly-wise and as eager to please as the married lady whose charms had held his fancy through two mildly agitated years; without, of course, any hint of the frailty which had so nearly marred that unhappy being's life, and had disarranged his own plans for a whole winter."
Wharton," How this miracle of fire and ice was to be created, and to sustain itself in a harsh world, he had never taken the time to think out; but he was content to hold his view without analysing it, since he knew it was that of all the carefully-brushed, white-waistcoated, button-hole-flowered gentlemen who succeeded each other in the club box, exchanged friendly greetings with him, and turned their opera-glasses critically on the circle of ladies who were the product of the system."
Wharton," In matters intellectual and artistic Newland Archer felt himself distinctly the superior of these chosen specimens of old New York gentility; he had probably read more, thought more, and even seen a good deal more of the world, than any other man of the number."
Wharton,"Singly they betrayed their inferiority; but grouped together they represented ""New York,"" and the habit of masculine solidarity made him accept their doctrine on all the issues called moral."
Wharton, He instinctively felt that in this respect it would be troublesome--and also rather bad form--to strike out for himself.
Wharton," But they had; they undoubtedly had; for the low-toned comments behind him left no doubt in Archer's mind that the young woman was May Welland's cousin, the cousin always referred to in the family as ""poor Ellen Olenska.""  Archer knew that she had suddenly arrived from Europe a day or two previously; he had even heard from Miss Welland (not disapprovingly) that she had been to see poor Ellen, who was staying with old Mrs."
Wharton,Mingott.
Wharton," Archer entirely approved of family solidarity, and one of the qualities he most admired in the Mingotts was their resolute championship of the few black sheep that their blameless stock had produced."
Wharton," There was nothing mean or ungenerous in the young man's heart, and he was glad that his future wife should not be restrained by false prudery from being kind (in private) to her unhappy cousin; but to receive Countess Olenska in the family circle was a different thing from producing her in public, at the Opera of all places, and in the very box with the young girl whose engagement to him, Newland Archer, was to be announced within a few weeks."
Wharton," No, he felt as old Sillerton Jackson felt; he did not think the Mingotts would have tried it on! "
Fitzgerald, She was the first “nice” girl he had ever known.
Fitzgerald,"In various unrevealed capacities he had come in contact with such people, but always with indiscernible barbed wire between."
Fitzgerald,He found her excitingly desirable.
Fitzgerald,"He went to her house, at first with other officers from Camp Taylor, then alone."
Fitzgerald,It amazed him—he had never been in such a beautiful house before.
Fitzgerald,But what gave it an air of breathless intensity was that Daisy lived there—it was as casual a thing to her as his tent out at camp was to him.
Fitzgerald,"There was a ripe mystery about it, a hint of bedrooms up-stairs more beautiful and cool than other bedrooms, of gay and radiant activities taking place through its corridors, and of romances that were not musty and laid away already in lavender, but fresh and breathing and redolent of this year’s shining motor-cars and of dances whose flowers were scarcely withered."
Fitzgerald,"It excited him, too, that many men had already loved Daisy—it increased her value in his eyes."
Fitzgerald,"He felt their presence all about the house, pervading the air with the shades and echoes of still vibrant emotions."
Fitzgerald,But he knew that he was in Daisy’s house by a colossal accident.
Fitzgerald,"However glorious might be his future as Jay Gatsby, he was at present a penniless young man without a past, and at any moment the invisible cloak of his uniform might slip from his shoulders."
Fitzgerald,So he made the most of his time.
Fitzgerald,"He took what he could get, ravenously and unscrupulously—eventually he took Daisy one still October night, took her because he had no real right to touch her hand."
Fitzgerald,"He might have despised himself, for he had certainly taken her under false pretenses."
Fitzgerald,"I don’t mean that he had traded on his phantom millions, but he had deliberately given Daisy a sense of security; he let her believe that he was a person from much the same stratum as herself—that he was fully able to take care of her."
Fitzgerald,"As a matter of fact, he had no such facilities—he had no comfortable family standing behind him, and he was liable at the whim of an impersonal government to be blown anywhere about the world."
Fitzgerald,But he didn’t despise himself and it didn’t turn out as he had imagined.
Fitzgerald,"He had intended, probably, to take what he could and go—but now he found that he had committed himself to the following of a grail."
Fitzgerald,"He knew that Daisy was extraordinary, but he didn’t realize just how extraordinary a “nice” girl could be."
Fitzgerald,"She vanished into her rich house, into her rich, full life, leaving Gatsby—nothing."
Fitzgerald,"He felt married to her, that was all."
Fitzgerald,"When they met again, two days later, it was Gatsby who was breathless, who was, somehow, betrayed."
Fitzgerald,Her porch was bright with the bought luxury of star-shine; the wicker of the settee squeaked fashionably as she turned toward him and he kissed her curious and lovely mouth.
Fitzgerald,"She had caught a cold, and it made her voice huskier and more charming than ever, and Gatsby was overwhelmingly aware of the youth and mystery that wealth imprisons and preserves, of the freshness of many clothes, and of Daisy, gleaming like silver, safe and proud above the hot struggles of the poor."
Fitzgerald,"“I can’t describe to you how surprised I was to find out I loved her, old sport."
Fitzgerald,"I even hoped for a while that she’d throw me over, but she didn’t, because she was in love with me too."
Fitzgerald,"She thought I knew a lot because I knew different things from her… Well, there I was, ’way off my ambitions, getting deeper in love every minute, and all of a sudden I didn’t care."
Fitzgerald,"What was the use of doing great things if I could have a better time telling her what I was going to do?” On the last afternoon before he went abroad, he sat with Daisy in his arms for a long, silent time."
Fitzgerald,"It was a cold fall day, with fire in the room and her cheeks flushed."
Fitzgerald,"Now and then she moved and he changed his arm a little, and once he kissed her dark shining hair."
Fitzgerald,"The afternoon had made them tranquil for a while, as if to give them a deep memory for the long parting the next day promised."
Fitzgerald,"They had never been closer in their month of love, nor communicated more profoundly one with another, than when she brushed silent lips against his coat’s shoulder or when he touched the end of her fingers, gently, as though she were asleep."
Fitzgerald,He did extraordinarily well in the war.
Fitzgerald,"He was a captain before he went to the front, and following the Argonne battles he got his majority and the command of the divisional machine-guns."
Fitzgerald,"After the Armistice he tried frantically to get home, but some complication or misunderstanding sent him to Oxford instead."
Fitzgerald,He was worried now—there was a quality of nervous despair in Daisy’s letters.
Fitzgerald,She didn’t see why he couldn’t come.
Fitzgerald,"She was feeling the pressure of the world outside, and she wanted to see him and feel his presence beside her and be reassured that she was doing the right thing after all."
Austen," Mr. Collins, said she, speaks highly both of Lady Catherine and her daughter; but, from some particulars that he has related of her Ladyship, I suspect his gratitude misleads him; and that, in spite of her being his patroness, she is an arrogant, conceited woman."
Austen,"I believe her to be both in a great degree, replied Wickham; I have not seen her for many years; but I very well remember that I never liked her, and that her manners were dictatorial and insolent."
Austen,"She has the reputation of being remarkably sensible and clever; but I rather believe she derives part of her abilities from her rank and fortune, part from her authoritative manner, and the rest from the pride of her nephew, who chooses that everyone connected with him should have an understanding of the first class."
Austen,"Elizabeth allowed that he had given a very rational account of it, and they continued talking together with mutual satisfaction till supper put an end to cards, and gave the rest of the ladies their share of Mr. Wickham’s attentions."
Austen,There could be no conversation in the noise of Mrs.
Austen,"Philips’s supper party, but his manners recommended him to everybody."
Austen,"Whatever he said, was said well; and whatever he did, done gracefully."
Austen,Elizabeth went away with her head full of him.
Austen,"She could think of nothing but of Mr. Wickham, and of what he had told her, all the way home; but there was not time for her even to mention his name as they went, for neither Lydia nor Mr. Collins were once silent."
Austen,"Lydia talked incessantly of lottery tickets, of the fish she had lost and the fish she had won; and Mr. Collins, in describing the civility of Mr. and Mrs."
Austen,"Philips, protesting that he did not in the least regard his losses at whist, enumerating all the dishes at supper, and repeatedly fearing that he crowded his cousins, had more to say than he could well manage before the carriage stopped at Longbourn House."
Austen,The situation of the house was good.
Austen,"High hills rose immediately behind, and at no great distance on each side; some of which were open downs, the others cultivated and woody."
Austen,"The village of Barton was chiefly on one of these hills, and formed a pleasant view from the cottage windows."
Austen,"The prospect in front was more extensive; it commanded the whole of the valley, and reached into the country beyond."
Austen,"The hills which surrounded the cottage terminated the valley in that direction; under another name, and in another course, it branched out again between two of the steepest of them."
Austen,With the size and furniture of the house Mrs.
Austen,"Dashwood was upon the whole well satisfied; for though her former style of life rendered many additions to the latter indispensable, yet to add and improve was a delight to her; and she had at this time ready money enough to supply all that was wanted of greater elegance to the apartments."
Austen,"As for the house itself, to be sure, said she, it is too small for our family, but we will make ourselves tolerably comfortable for the present, as it is too late in the year for improvements."
Austen,"Perhaps in the spring, if I have plenty of money, as I dare say I shall, we may think about building."
Austen,"These parlors are both too small for such parties of our friends as I hope to see often collected here; and I have some thoughts of throwing the passage into one of them with perhaps a part of the other, and so leave the remainder of that other for an entrance; this, with a new drawing room which may be easily added, and a bed-chamber and garret above, will make it a very snug little cottage."
Austen,I could wish the stairs were handsome.
Austen,But one must not expect every thing; though I suppose it would be no difficult matter to widen them.
Austen,"I shall see how much I am before-hand with the world in the spring, and we will plan our improvements accordingly."
Austen,"In the mean time, till all these alterations could be made from the savings of an income of five hundred a-year by a woman who never saved in her life, they were wise enough to be contented with the house as it was; and each of them was busy in arranging their particular concerns, and endeavoring, by placing around them books and other possessions, to form themselves a home."
Austen,Marianne’s pianoforte was unpacked and properly disposed of; and Elinor’s drawings were affixed to the walls of their sitting room.
Austen,"The Crawfords, without wanting to be cured, were very willing to stay."
Austen,"Mary was satisfied with the Parsonage as a present home, and Henry equally ready to lengthen his visit."
Austen,"He had come, intending to spend only a few days with them; but Mansfield promised well, and there was nothing to call him elsewhere."
Austen,It delighted Mrs.
Austen,"Grant to keep them both with her, and Dr. Grant was exceedingly well contented to have it so: a talking pretty young woman like Miss Crawford is always pleasant society to an indolent, stay-at-home man; and Mr. Crawford’s being his guest was an excuse for drinking claret every day."
Austen,The Miss Bertrams’ admiration of Mr. Crawford was more rapturous than anything which Miss Crawford’s habits made her likely to feel.
Austen,"She acknowledged, however, that the Mr. Bertrams were very fine young men, that two such young men were not often seen together even in London, and that their manners, particularly those of the eldest, were very good."
Austen,"He had been much in London, and had more liveliness and gallantry than Edmund, and must, therefore, be preferred; and, indeed, his being the eldest was another strong claim."
Austen,She had felt an early presentiment that she should like the eldest best.
Austen,She knew it was her way.
Austen,"Tom Bertram must have been thought pleasant, indeed, at any rate; he was the sort of young man to be generally liked, his agreeableness was of the kind to be oftener found agreeable than some endowments of a higher stamp, for he had easy manners, excellent spirits, a large acquaintance, and a great deal to say; and the reversion of Mansfield Park, and a baronetcy, did no harm to all this."
Austen,Miss Crawford soon felt that he and his situation might do.
Austen,"She looked about her with due consideration, and found almost everything in his favour: a park, a real park, five miles round, a spacious modern-built house, so well placed and well screened as to deserve to be in any collection of engravings of gentlemen’s seats in the kingdom, and wanting only to be completely new furnished—pleasant sisters, a quiet mother, and an agreeable man himself—with the advantage of being tied up from much gaming at present by a promise to his father, and of being Sir Thomas hereafter."
Austen,It might do very well; she believed she should accept him; and she began accordingly to interest herself a little about the horse which he had to run at the B—— races.
Faulkner," The day dawned bleak and chill, a moving wall of gray light out of the northeast which, instead of dissolving into moisture, seemed to disintegrate into minute and venomous particles, like dust that, when Dilsey opened the door of the cabin and emerged, needled laterally into her flesh, precipitating not so much a moisture as a substance partaking of the quality of thin, not quite congealed oil."
Faulkner,"She wore a stiff black straw hat perched upon her turban, and a maroon velvet cape with a border of mangy and anonymous fur above a dress of purple silk, and she stood in the door for a while with her myriad and sunken face lifted to the weather, and one gaunt hand flac-soled as the belly of a fish, then she moved the cape aside and examined the bosom of her gown."
Faulkner," The gown fell gauntly from her shoulders, across her fallen breasts, then tightened upon her paunch and fell again, ballooning a little above the nether garments which she would remove layer by layer as the spring accomplished and the warm days, in color regal and moribund."
Faulkner,"She had been a big woman once but now her skeleton rose, draped loosely in unpadded skin that tightened again upon a paunch almost dropsical, as though muscle and tissue had been courage or fortitude which the days or the years had consumed until only the indomitable skeleton was left rising like a ruin or a landmark above the somnolent and impervious guts, and above that the collapsed face that gave the impression of the bones themselves being outside the flesh, lifted into the driving day with an expression at once fatalistic and of a child's astonished disappointment, until she turned and entered the house again and closed the door."
Faulkner, The earth immediately about the door was bare.
Faulkner,"It had a patina, as though from the soles of bare feet in generations, like old silver or the walls of Mexican houses which have been plastered by hand."
Faulkner,"Beside the house, shading it in summer, stood three mulberry trees, the fledged leaves that would later be broad and placid as the palms of hands streaming flatly undulant upon the driving air."
Faulkner,"A pair of jaybirds came up from nowhere, whirled up on the blast like gaudy scraps of cloth or paper and lodged in the mulberries, where they swung in raucous tilt and recover, screaming into the wind that ripped their harsh cries onward and away like scraps of paper or of cloth in turn."
Faulkner,"Then three more joined them and they swung and tilted in the wrung branches for a time, screaming."
Faulkner,"The door of the cabin opened and Dilsey emerged once more, this time in a man's felt hat and an army overcoat, beneath the frayed skirts of which her blue gingham dress fell in uneven balloonings, streaming too about her as she crossed the yard and mounted the steps to the kitchen door."
Faulkner," A moment later she emerged, carrying an open umbrella now, which she slanted ahead into the wind, and crossed to the woodpile and laid the umbrella down, still open."
Faulkner,"Immediately she caught at it and arrested it and held to it for a while, looking about her."
Faulkner,"Then she closed it and laid it down and stacked stovewood into her crooked arm, against her breast, and picked up the umbrella and got it open at last and returned to the steps and held the wood precariously balanced while she contrived to close the umbrella, which she propped in the corner just within the door."
Faulkner,She dumped the wood into the box behind the stove.
Faulkner,Then she removed the overcoat and hat and took a soiled apron down from the wall and put it on and built a fire in the stove.
Faulkner,"While she was doing so, rattling the grate bars and clattering the lids, Mrs Compson began to call her from the head of the stairs."
